,"-1,-1","-1,0","-1,1","0,-1","0,0","0,1","1,-1","1,0","1,1"
".x24y4|4,0",-2.4995134210365197,-0.42801000000000006,-0.5511,0.0,-1.3345044148821001,-0.5511,-15.09737764526518,-11.07976999668692,-0.4936767
".x24y4|4,1",0.0,0.0,-13.255037848161349,0.0,-11.010182999821811,-19.60631576467404,-6.533019556211056,-19.80493567077208,-16.98201007170432
".x24y4|4,2",0.0,0.0,-10.445289013301949,0.0,0.0,0.0,0.0,0.0,-19.72394775746588
".x24y4|4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x24y4|4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x24y4|4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x24y4|5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x24y4|5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x24y4|5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x24y4|5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x24y4|5,-1",0.0,0.0,0.0,0.0,0.0,0.0,-0.7652141011650301,0.0,0.0
".x24y4|5,0",0.0,0.0,0.0,0.0,-0.33,0.0,-0.5511,-3.116686182518019,-0.6491100000000001
".x24y4|5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.394813964431663
".x24y4|5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.802403957683783
".x24y4|5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x24y4|5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x24y4|5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-5,-1",-6.5969437868760545,-6.59986515162229,0.0,0.0,0.0,0.0,-6.5969437868760545,0.0,0.0
".x25y4|-5,0",0.0,-0.6491100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-5,1",0.0,0.0,-0.4936767,0.0,0.0,-0.33,0.0,0.0,0.0
".x25y4|-5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x25y4|-4,-2",-18.117649703957866,0.0,0.0,-6.591351058895567,0.0,0.0,0.0,0.0,0.0
