,"-1,-1","-1,0","-1,1","0,-1","0,0","0,1","1,-1","1,0","1,1"
".x9y22|0,-4",-19.153791819789408,-28.710382587487533,-21.686526043837326,-16.596477337548254,-17.001757759445837,-16.977004526696557,-22.515677203252913,-21.497649776959864,-22.62064655010969
".x9y22|0,-3",-24.740455618983088,-25.70434887793452,-28.92954887881486,-15.631748613122328,-17.244816658854155,-17.528958479025814,-23.615868340032264,-27.388097634095114,-24.585801827019566
".x9y22|0,-2",-24.501203256248164,-28.976205473391648,-27.901327736857066,-22.0348975172425,-21.371917544870367,-16.93694729012159,-27.14919913290502,-26.022672569558893,-23.765485807209302
".x9y22|0,-1",-26.000948905255814,-23.78692828210561,-16.86713937836662,-17.514016478307347,-17.209520212647845,-11.933279719260808,-21.521579240082534,-22.282148651569237,-17.12156120526658
".x9y22|0,0",-25.05835127636141,-15.845569382460663,-18.734082037308085,-19.051512014302364,-17.17695685858382,-19.51752769221429,-24.431857377476252,-11.3905044980365,-20.80976101769108
".x9y22|0,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|0,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|0,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|0,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|0,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|1,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|1,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|1,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|1,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|1,-1",-20.32453972119546,-19.206649426375606,-25.47500955080178,-25.945638724421904,-28.567368181847247,-19.430857221340418,-26.73190129723576,-26.124431519354804,-14.106978618156107
".x9y22|1,0",-15.986432193137182,-16.053714049778414,-14.054017980606984,-19.612793155584406,-9.648030892081591,-15.115140409943272,-23.207394287064524,-13.427730213268523,-17.101723278145563
".x9y22|1,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|1,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|1,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|1,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|1,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|2,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|2,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|2,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|2,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|2,-1",-27.11641465356976,-28.794817085519927,-21.571267828301192,-25.766821663008457,-26.009357850897604,-24.215465829727215,-26.549956962874244,-25.413530558489633,-16.503003931511447
".x9y22|2,0",-18.015426213511745,-10.124816920405479,-20.944009599502778,-22.800513494256585,-16.45486903702807,-17.981837320854446,-22.076979918047407,-17.04786707418271,-15.734831970480794
".x9y22|2,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|2,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|2,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|2,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|2,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|3,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|3,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|3,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|3,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|3,-1",-18.53190611125901,-19.73742861088891,-19.116388107942853,-18.756571899125028,-19.663790108603635,-19.742385645593448,-21.69421779958468,-21.65748515802242,-17.32384273415617
".x9y22|3,0",-26.974666860075054,-19.03389030626341,-20.6238270240976,-28.135438767585953,-19.23883778126983,-17.85640178207149,-24.830448639261927,-20.083321685534305,-19.392307008356234
".x9y22|3,1",-13.979568850022684,-20.3582528038785,-25.64447283841932,-8.77669547722838,-19.1213472753166,-25.20189820906197,-18.076315826558897,-18.59293523557077,-23.598994815816216
".x9y22|3,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|3,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|3,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|3,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|4,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x9y22|5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-5,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-5,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-5,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-5,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-5,-1",-14.251433672453391,-16.291049450914556,-14.653321850214011,-13.97515210168362,-15.568619249691006,-13.906502327924358,-22.82336479757005,-16.481059236734122,-14.035006349565135
".x10y22|-5,0",-16.9912255143085,-18.60048051060359,-23.44782740408832,-18.371001789170123,-18.68712470706811,-21.867915388510756,-18.070238802001267,-19.13062870194546,-25.053852558219763
".x10y22|-5,1",-15.942682173631967,-18.642997617361146,-23.767606158622513,-16.27281614872126,-19.2504007830496,-16.663262856380147,-19.365657469849737,-19.422506650324348,-18.40316505624315
".x10y22|-5,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-5,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-5,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-5,5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-4,-5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-4,-4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-4,-3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-4,-2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-4,-1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-4,0",-16.912951389308315,-18.210762479705537,-24.836501863399413,-16.910352188509666,-16.939822296949256,-23.36667355528855,-14.920073161527998,-18.77877125385162,-24.04717825223047
".x10y22|-4,1",-22.38104756042434,-23.93785177636023,-22.213166733737495,-17.130083485956906,-19.30713274040243,-18.109957130464707,-16.742338795539922,-18.480007953702554,-18.492915243848618
".x10y22|-4,2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-4,3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
".x10y22|-4,4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
