,0
775,343
776,56
777,222
778,39
779,105
780,96
781,34
782,121
783,232
784,270
785,75
786,39
787,62
788,81
789,56
790,40
791,311
792,249
793,130
794,353
795,587
796,651
797,53
798,194
799,58
800,227
801,157
802,186
803,116
804,433
805,70
806,256
807,91
808,86
809,203
810,45
811,187
812,161
813,151
814,417
815,457
816,165
817,391
818,223
819,164
820,46
821,325
822,206
823,193
824,370
825,302
826,276
827,185
828,61
829,59
830,115
831,68
832,153
833,340
834,48
835,100
836,49
837,73
838,123
839,70
840,149
841,68
842,59
843,112
844,90
845,105
846,145
847,51
848,126
849,413
850,106
851,262
852,45
853,119
854,88
855,182
856,62
857,136
858,485
859,90
860,97
861,249
862,237
863,64
864,393
865,169
866,57
867,67
868,378
869,101
870,83
871,163
872,281
873,185
874,549
875,90
876,40
877,50
878,124
879,230
880,52
881,130
882,197
883,65
884,179
885,182
886,47
887,95
888,155
889,87
890,199
891,141
892,71
893,79
894,273
895,40
896,178
897,89
898,60
899,38
900,138
901,65
902,129
903,172
904,64
905,119
906,54
907,336
908,87
909,49
910,56
911,46
912,104
913,114
914,47
915,52
916,55
917,346
918,52
919,121
920,224
921,117
922,252
923,201
924,79
925,94
926,83
927,130
928,59
929,120
930,67
931,337
932,216
933,68
934,150
935,216
936,87
937,134
938,422
939,78
940,99
941,59
942,188
943,86
944,222
945,114
946,61
947,108
948,111
949,82
950,55
951,68
952,48
953,148
954,51
955,66
956,94
957,118
958,82
959,70
960,64
961,190
962,49
963,65
964,58
965,129
966,73
967,108
968,66
969,80
970,57
971,50
972,101
973,141
974,107
975,91
976,49
977,100
978,126
979,72
980,51
981,217
982,72
983,137
984,273
985,53
986,134
987,268
988,76
989,67
990,264
991,70
992,113
993,61
994,350
995,293
996,300
997,134
998,143
999,133
