,0
553,70
554,84
555,51
556,411
557,223
558,116
559,168
560,120
561,99
562,77
563,77
564,163
565,64
566,56
567,47
568,147
569,145
570,62
571,30
572,103
573,195
574,38
575,45
576,59
577,44
578,60
579,62
580,18
581,72
582,63
583,55
584,45
585,76
586,32
587,37
588,56
589,51
590,51
591,114
592,357
593,49
594,84
595,127
596,104
597,64
598,38
599,102
600,131
601,372
602,71
603,55
604,46
605,51
606,76
607,180
608,46
609,125
610,64
611,53
612,154
613,163
614,35
615,17
616,30
617,162
618,37
619,99
620,62
621,33
622,90
623,42
624,112
625,46
626,98
627,36
628,80
629,81
630,89
631,17
632,212
633,71
634,25
635,28
636,252
637,40
638,45
639,77
640,57
641,54
642,52
643,44
644,93
645,81
646,36
647,253
648,80
649,73
650,69
651,241
652,91
653,52
654,91
655,338
656,22
657,159
658,115
659,23
660,82
661,187
662,123
663,63
664,23
665,51
666,62
667,211
668,81
669,81
670,138
671,296
672,53
673,45
674,119
675,68
676,66
677,101
678,40
679,48
680,131
681,34
682,122
683,100
684,42
685,61
686,84
687,60
688,26
689,96
690,40
691,40
692,45
693,66
694,47
695,149
696,50
697,73
698,82
699,24
700,78
701,26
702,44
703,61
704,109
705,67
706,27
707,97
708,40
709,236
710,77
711,49
712,138
713,145
714,61
715,37
716,73
717,57
718,18
719,72
720,32
721,68
722,66
723,78
724,181
725,89
726,32
727,46
728,103
729,31
730,105
731,58
732,61
733,16
734,60
735,117
736,27
737,60
738,135
739,24
740,67
741,25
742,224
743,75
744,46
745,103
746,160
747,107
748,74
749,133
750,95
751,13
752,132
753,54
754,45
755,147
756,36
757,24
758,84
759,68
760,68
761,62
762,151
763,19
764,202
765,52
766,94
767,94
768,32
769,176
770,21
771,67
772,52
773,137
774,214
775,80
776,56
777,109
778,104
779,63
780,174
781,66
782,54
783,215
784,61
785,51
786,42
787,304
788,101
789,289
790,151
791,35
792,126
793,51
794,60
795,39
796,25
797,50
798,132
799,87
800,31
801,23
802,303
803,149
804,79
805,67
806,66
807,102
808,54
809,123
810,59
811,46
812,65
813,44
814,74
815,180
816,56
817,42
818,49
819,77
820,223
821,22
822,20
823,35
824,170
825,207
826,150
827,55
828,93
829,16
830,84
831,58
832,41
833,65
834,52
835,47
836,36
837,88
838,123
839,135
840,112
841,141
842,28
843,130
844,55
845,117
846,151
847,54
848,73
849,66
850,87
851,28
852,54
853,52
854,35
855,78
856,128
857,135
858,66
859,60
860,60
861,173
862,176
863,52
864,98
865,99
866,127
867,43
868,161
869,56
870,119
871,43
872,42
873,43
874,55
875,79
876,19
877,72
878,37
879,268
880,26
881,67
882,111
883,25
884,127
885,31
886,24
887,28
888,32
889,77
890,79
891,49
892,161
893,96
894,84
895,130
896,215
897,23
898,59
899,106
900,62
901,30
902,157
903,49
904,114
905,22
906,85
907,118
908,33
909,16
910,90
911,58
912,36
913,18
914,21
915,144
916,18
917,49
918,37
919,18
920,109
921,52
922,42
923,130
924,127
925,17
926,29
927,58
928,53
929,61
930,31
931,59
932,48
933,49
934,312
935,131
936,149
937,58
938,161
939,43
940,190
941,72
942,24
943,75
944,139
945,43
946,53
947,20
948,38
949,21
950,141
951,43
952,34
953,52
954,82
955,253
956,152
957,77
958,24
959,164
960,151
961,77
962,18
963,34
964,109
965,187
966,99
967,15
968,42
969,55
970,77
971,219
972,57
973,70
974,110
975,98
976,116
977,24
978,128
979,35
980,139
981,96
982,31
983,142
984,28
985,70
986,60
987,80
988,92
989,52
990,41
991,61
992,82
993,40
994,55
995,86
996,27
997,62
998,67
999,144
1000,36
1001,64
1002,256
1003,36
1004,37
1005,46
1006,87
1007,197
1008,118
1009,107
1010,190
1011,16
1012,232
1013,192
1014,50
1015,28
1016,107
1017,43
1018,204
1019,121
1020,41
1021,115
1022,26
1023,33
1024,47
1025,27
1026,52
1027,91
1028,30
1029,210
1030,30
1031,220
1032,177
1033,29
1034,126
1035,111
1036,103
1037,49
1038,25
1039,29
1040,23
1041,24
1042,34
1043,114
1044,33
1045,22
1046,30
1047,49
1048,100
1049,83
1050,56
1051,55
1052,37
1053,122
1054,172
1055,80
1056,41
1057,37
1058,320
1059,21
1060,55
1061,51
1062,75
1063,33
1064,37
1065,17
1066,69
1067,151
1068,96
1069,95
1070,114
1071,140
1072,104
1073,49
1074,45
1075,43
1076,88
1077,101
1078,61
1079,37
1080,23
1081,83
1082,70
1083,25
1084,100
1085,30
1086,148
1087,249
1088,117
1089,53
1090,46
1091,44
1092,70
1093,58
1094,22
1095,42
1096,86
1097,33
1098,48
1099,44
1100,128
1101,41
1102,26
1103,53
1104,32
1105,115
1106,96
1107,85
1108,93
1109,95
1110,36
1111,30
1112,112
1113,74
1114,29
1115,36
1116,24
1117,42
1118,49
1119,79
1120,172
1121,27
1122,63
1123,45
1124,131
1125,76
1126,29
1127,64
1128,74
1129,89
1130,100
1131,46
1132,90
1133,54
1134,86
1135,138
1136,48
1137,24
1138,95
1139,45
1140,76
1141,28
1142,34
1143,140
1144,144
1145,43
1146,60
1147,118
1148,41
1149,77
1150,18
1151,84
1152,51
1153,101
1154,68
1155,33
1156,76
1157,108
1158,63
1159,42
1160,88
1161,39
1162,40
1163,43
1164,147
1165,49
1166,50
1167,21
1168,20
1169,103
1170,136
1171,91
1172,72
1173,67
1174,58
1175,30
1176,64
1177,51
1178,23
1179,104
1180,32
1181,28
1182,36
1183,59
1184,94
1185,38
1186,205
1187,112
1188,25
1189,310
1190,127
1191,83
1192,36
1193,68
1194,91
1195,56
1196,143
1197,32
1198,41
1199,83
1200,58
1201,57
1202,86
1203,27
1204,95
1205,86
1206,96
1207,109
1208,21
1209,32
1210,99
1211,102
1212,53
1213,36
1214,279
1215,22
1216,21
1217,28
1218,29
1219,44
1220,124
1221,31
1222,142
1223,35
1224,48
1225,145
1226,55
1227,21
1228,27
1229,29
1230,41
1231,199
1232,82
1233,45
1234,38
1235,41
1236,111
1237,86
1238,58
1239,114
1240,129
1241,42
1242,44
1243,34
1244,70
1245,29
1246,117
1247,64
1248,195
1249,18
1250,25
1251,34
1252,99
1253,21
1254,42
1255,117
1256,182
1257,288
1258,115
1259,68
1260,48
1261,129
1262,59
1263,93
1264,59
1265,31
1266,31
1267,35
1268,42
1269,61
1270,139
1271,56
1272,69
1273,89
1274,132
1275,29
1276,51
1277,21
1278,133
1279,73
1280,22
1281,21
1282,23
1283,126
1284,100
1285,34
1286,92
1287,30
1288,36
1289,26
1290,96
1291,89
1292,66
1293,25
1294,25
1295,73
1296,63
1297,36
1298,38
1299,190
1300,45
1301,109
1302,75
1303,27
1304,51
1305,50
1306,26
1307,55
1308,39
1309,31
1310,23
1311,49
1312,57
1313,27
1314,23
1315,68
1316,57
1317,44
1318,139
1319,33
1320,35
1321,126
1322,62
1323,20
1324,44
1325,26
1326,52
1327,25
1328,113
1329,105
1330,63
1331,63
1332,24
1333,27
1334,39
1335,133
1336,138
1337,64
1338,81
1339,56
1340,74
1341,123
1342,116
1343,91
1344,63
1345,41
1346,47
1347,38
1348,63
1349,54
1350,213
1351,21
1352,38
1353,29
1354,47
1355,79
1356,112
1357,139
1358,120
1359,58
1360,32
1361,38
1362,46
1363,35
1364,22
1365,54
1366,49
1367,65
1368,53
1369,70
1370,61
1371,72
1372,28
1373,72
1374,17
1375,156
1376,28
1377,78
1378,63
1379,67
1380,18
1381,24
1382,49
1383,53
1384,96
1385,53
1386,297
1387,25
1388,49
1389,57
1390,77
1391,32
1392,54
1393,24
1394,197
1395,25
1396,84
1397,20
1398,37
1399,44
1400,151
1401,34
1402,63
1403,98
1404,61
1405,42
1406,44
1407,73
1408,70
1409,104
1410,23
1411,124
1412,26
1413,26
1414,75
1415,56
1416,46
1417,131
1418,74
1419,69
1420,45
1421,60
1422,42
1423,35
1424,36
1425,27
1426,19
1427,201
1428,180
1429,61
1430,36
1431,50
1432,24
1433,28
1434,32
1435,192
1436,20
1437,138
1438,26
1439,69
1440,37
1441,35
1442,249
1443,35
1444,50
1445,121
1446,126
1447,67
1448,188
1449,66
1450,45
1451,27
1452,169
1453,73
1454,50
1455,134
1456,19
1457,128
1458,53
1459,59
1460,99
1461,177
1462,66
1463,21
1464,62
1465,182
1466,58
1467,65
1468,25
1469,35
1470,29
1471,44
1472,78
1473,27
1474,70
1475,99
1476,44
1477,51
1478,41
1479,27
1480,45
1481,57
1482,50
1483,16
1484,24
1485,115
1486,33
1487,36
1488,42
1489,123
1490,57
1491,171
1492,80
1493,84
1494,192
1495,22
1496,27
1497,75
1498,52
1499,87
1500,30
1501,34
1502,56
1503,23
1504,22
1505,25
1506,65
1507,118
1508,33
1509,37
1510,71
1511,121
1512,78
1513,104
1514,18
1515,64
1516,132
1517,53
1518,53
1519,122
1520,34
1521,58
1522,32
1523,153
1524,21
1525,59
1526,24
1527,159
1528,44
1529,30
1530,61
1531,28
1532,152
1533,108
1534,52
1535,98
1536,55
1537,64
1538,129
1539,114
1540,50
1541,25
1542,23
1543,40
1544,23
1545,50
1546,32
1547,131
1548,76
1549,85
1550,55
1551,42
1552,196
1553,245
1554,60
1555,49
1556,29
1557,118
1558,21
1559,235
1560,68
1561,65
1562,26
1563,26
1564,65
1565,20
1566,55
1567,23
1568,34
1569,19
1570,72
1571,40
1572,47
1573,41
1574,21
1575,90
1576,102
1577,90
1578,125
1579,27
1580,81
1581,172
1582,70
1583,83
1584,35
1585,34
1586,102
1587,75
1588,47
1589,87
1590,32
1591,55
1592,32
1593,71
1594,14
1595,48
1596,45
1597,54
1598,70
1599,22
1600,74
1601,44
1602,26
1603,135
1604,78
1605,152
1606,18
1607,40
1608,28
1609,25
1610,63
1611,185
1612,36
1613,71
1614,39
1615,35
1616,91
1617,40
1618,24
1619,31
1620,70
1621,54
1622,21
1623,25
1624,116
1625,36
1626,24
1627,30
1628,37
1629,16
1630,130
1631,51
1632,38
1633,24
1634,102
1635,18
1636,33
1637,56
1638,24
1639,45
1640,37
1641,61
1642,117
1643,152
1644,91
1645,139
1646,46
1647,87
1648,52
1649,58
1650,22
1651,31
1652,59
1653,45
1654,115
1655,16
1656,56
1657,53
1658,47
1659,134
1660,98
1661,44
1662,88
1663,69
1664,22
1665,52
1666,36
1667,30
1668,74
1669,79
1670,43
1671,58
1672,145
1673,124
1674,161
1675,51
1676,96
1677,21
1678,137
1679,80
1680,32
1681,49
1682,21
1683,146
1684,20
1685,36
1686,131
1687,25
1688,49
1689,82
1690,63
1691,32
1692,77
1693,145
1694,48
1695,77
1696,84
1697,106
1698,52
1699,44
1700,78
1701,211
1702,29
1703,197
1704,29
1705,21
1706,19
1707,94
1708,120
1709,133
1710,60
1711,31
1712,160
1713,70
1714,77
1715,73
1716,31
1717,102
1718,18
1719,73
1720,45
1721,25
1722,95
1723,36
1724,38
1725,33
1726,81
1727,37
1728,44
1729,120
1730,41
1731,49
1732,57
1733,66
1734,19
1735,27
1736,87
1737,78
1738,48
1739,38
1740,147
1741,29
1742,116
1743,106
1744,26
1745,32
1746,90
1747,69
1748,24
1749,125
1750,44
1751,94
1752,167
1753,34
1754,16
1755,36
1756,144
1757,69
1758,63
1759,22
1760,28
1761,23
1762,46
1763,57
1764,94
1765,36
1766,25
1767,72
1768,146
1769,102
1770,34
1771,394
1772,64
1773,21
1774,43
1775,23
1776,130
1777,118
1778,66
1779,43
1780,79
1781,147
1782,43
1783,59
1784,33
1785,81
1786,77
1787,81
1788,20
1789,22
1790,44
1791,48
1792,86
1793,57
1794,103
1795,47
1796,54
1797,55
1798,84
1799,158
1800,74
1801,106
1802,33
1803,26
1804,37
1805,46
1806,117
1807,20
1808,26
1809,86
1810,148
1811,48
1812,57
1813,120
1814,25
1815,61
1816,231
1817,59
1818,43
1819,28
1820,27
1821,173
1822,23
1823,99
1824,47
1825,132
1826,39
1827,84
1828,43
1829,26
1830,136
1831,24
1832,79
1833,17
1834,20
1835,37
1836,61
1837,30
1838,132
1839,87
1840,64
1841,64
1842,91
1843,82
1844,211
1845,32
1846,24
1847,86
1848,119
1849,252
1850,413
1851,47
1852,28
1853,26
1854,54
1855,87
1856,32
1857,19
1858,92
1859,25
1860,35
1861,16
1862,24
1863,34
1864,103
1865,84
1866,17
1867,20
1868,60
1869,81
1870,50
1871,107
1872,26
1873,22
1874,59
1875,63
1876,161
1877,19
1878,33
1879,21
1880,39
1881,27
1882,85
1883,72
1884,116
1885,28
1886,100
1887,39
1888,101
1889,97
1890,128
1891,87
1892,245
1893,99
1894,27
1895,110
1896,71
1897,15
1898,44
1899,33
1900,69
1901,22
1902,50
1903,52
1904,47
1905,124
1906,43
1907,229
1908,51
1909,47
1910,131
1911,29
1912,58
1913,95
1914,144
1915,40
1916,57
1917,62
1918,52
1919,19
1920,15
1921,97
1922,77
1923,20
1924,47
1925,45
1926,59
1927,23
1928,42
1929,78
1930,21
1931,28
1932,73
1933,58
1934,58
1935,40
1936,216
1937,43
1938,42
1939,38
1940,82
1941,101
1942,101
1943,157
1944,83
1945,51
1946,19
1947,38
1948,160
1949,122
1950,92
1951,37
1952,26
1953,87
1954,120
1955,49
1956,24
1957,28
1958,33
1959,54
1960,32
1961,58
1962,26
1963,21
1964,53
1965,78
1966,27
1967,24
1968,43
1969,25
1970,109
1971,44
1972,55
1973,19
1974,47
1975,68
1976,92
1977,53
1978,22
1979,93
1980,58
1981,101
1982,56
1983,72
1984,69
1985,106
1986,48
1987,74
1988,21
1989,61
1990,27
1991,72
1992,16
1993,130
1994,69
1995,78
1996,48
1997,53
1998,81
1999,21
2000,17
2001,42
2002,25
2003,24
2004,63
2005,55
2006,44
2007,66
2008,17
2009,32
2010,152
2011,25
2012,72
2013,44
2014,180
2015,36
2016,32
2017,33
2018,177
2019,32
2020,34
2021,26
2022,96
2023,71
2024,38
2025,27
2026,41
2027,77
2028,50
2029,146
2030,102
2031,104
2032,115
2033,34
2034,18
2035,95
2036,91
2037,34
2038,27
2039,79
2040,74
2041,68
2042,45
2043,74
2044,31
2045,81
2046,83
2047,57
2048,58
2049,118
2050,20
2051,122
2052,26
2053,42
2054,128
2055,23
2056,36
2057,32
2058,22
2059,55
2060,38
2061,173
2062,27
2063,49
2064,63
2065,48
2066,99
2067,28
2068,60
2069,53
2070,44
2071,65
2072,28
2073,27
2074,89
2075,22
2076,40
2077,67
2078,33
2079,37
2080,91
2081,81
2082,55
2083,73
2084,31
2085,88
2086,72
2087,77
2088,53
2089,24
2090,127
2091,72
2092,20
2093,27
2094,22
2095,60
2096,107
2097,113
2098,29
2099,90
2100,33
2101,41
2102,52
2103,76
2104,62
2105,35
2106,40
2107,78
2108,25
2109,52
2110,64
2111,56
2112,60
2113,61
2114,20
2115,41
2116,59
2117,76
2118,44
2119,26
2120,47
2121,37
2122,136
2123,21
2124,52
2125,52
2126,87
2127,64
2128,21
2129,89
2130,89
2131,22
2132,90
2133,23
2134,19
2135,32
2136,36
2137,32
2138,48
2139,81
2140,116
2141,68
2142,37
2143,27
2144,59
2145,30
2146,21
2147,83
2148,86
2149,33
2150,69
2151,64
2152,33
2153,59
2154,236
2155,32
2156,117
2157,35
2158,32
2159,48
2160,31
2161,29
2162,65
2163,33
2164,114
2165,19
2166,36
2167,40
2168,33
2169,101
2170,89
2171,94
2172,62
2173,54
2174,67
2175,35
2176,93
2177,151
2178,103
2179,103
2180,120
2181,39
2182,36
2183,18
2184,39
2185,40
2186,23
2187,15
2188,96
2189,28
2190,38
2191,43
2192,74
2193,67
2194,211
2195,249
2196,24
2197,41
2198,32
2199,32
2200,49
2201,45
2202,42
2203,37
2204,40
2205,54
2206,19
2207,67
2208,25
2209,24
2210,50
2211,77
2212,34
2213,34
2214,38
2215,113
2216,173
2217,46
2218,60
2219,25
2220,58
2221,53
2222,104
2223,34
2224,25
2225,27
2226,84
2227,119
2228,62
2229,19
2230,110
2231,28
2232,31
2233,187
2234,123
2235,188
2236,23
2237,72
2238,47
2239,29
2240,48
2241,30
2242,48
2243,35
2244,35
2245,28
2246,46
2247,75
2248,106
2249,133
2250,59
2251,64
2252,74
2253,25
2254,54
2255,20
2256,42
2257,121
2258,134
2259,101
2260,20
2261,28
2262,38
2263,93
2264,67
2265,33
2266,18
2267,80
2268,91
2269,38
2270,37
2271,160
2272,63
2273,79
2274,74
2275,68
2276,38
2277,41
2278,36
2279,38
2280,46
2281,36
2282,78
2283,20
2284,54
2285,175
2286,71
2287,53
2288,79
2289,55
2290,40
2291,22
2292,90
2293,26
2294,25
2295,50
2296,31
2297,35
2298,102
2299,63
2300,45
2301,29
2302,35
2303,15
2304,41
2305,81
2306,104
2307,67
2308,38
2309,24
2310,78
2311,31
2312,64
2313,52
2314,33
2315,35
2316,72
2317,106
2318,110
2319,24
2320,82
2321,53
2322,79
2323,24
2324,47
2325,58
2326,47
2327,32
2328,129
2329,31
2330,55
2331,98
2332,89
2333,23
2334,48
2335,52
2336,37
2337,71
2338,16
2339,65
2340,67
2341,107
2342,20
2343,35
2344,80
2345,29
2346,84
2347,37
2348,68
2349,49
2350,55
2351,129
2352,55
2353,39
2354,33
2355,14
2356,32
2357,74
2358,56
2359,51
2360,110
2361,166
2362,26
2363,27
2364,22
2365,97
2366,47
2367,49
2368,124
2369,59
2370,37
2371,84
2372,33
2373,35
2374,24
2375,70
2376,54
2377,54
2378,29
2379,18
2380,17
2381,37
2382,38
2383,25
2384,35
2385,29
2386,37
2387,75
2388,66
2389,75
2390,118
2391,64
2392,26
2393,64
2394,76
2395,34
2396,51
2397,56
2398,56
2399,45
2400,104
2401,65
2402,81
2403,31
2404,61
2405,44
2406,64
2407,32
2408,109
2409,22
2410,57
2411,41
2412,137
2413,52
2414,36
2415,27
2416,21
2417,62
2418,79
2419,63
2420,30
2421,39
2422,61
2423,60
2424,140
2425,34
2426,120
2427,80
2428,26
2429,35
2430,36
2431,43
2432,18
2433,80
2434,114
2435,13
2436,29
2437,45
2438,38
2439,36
2440,66
2441,72
2442,27
2443,67
2444,60
2445,67
2446,38
2447,110
2448,18
2449,58
2450,80
2451,82
2452,35
2453,17
2454,26
2455,27
2456,15
2457,115
2458,61
2459,18
2460,37
2461,72
2462,190
2463,57
2464,34
2465,61
2466,153
2467,35
2468,158
2469,39
2470,61
2471,56
2472,59
2473,42
2474,38
2475,17
2476,19
2477,41
2478,80
2479,95
2480,21
2481,34
2482,54
2483,39
2484,121
2485,73
2486,102
2487,42
2488,110
2489,111
2490,128
2491,32
2492,43
2493,17
2494,74
2495,51
2496,54
2497,22
2498,23
2499,28
2500,33
2501,51
2502,30
2503,58
2504,43
2505,100
2506,29
2507,19
2508,78
2509,102
2510,60
2511,24
2512,20
2513,21
2514,31
2515,54
2516,22
2517,38
2518,22
2519,36
2520,16
2521,21
2522,26
2523,29
2524,26
2525,33
2526,41
2527,17
2528,25
2529,19
2530,78
2531,47
2532,44
2533,30
2534,43
2535,22
2536,25
2537,44
2538,29
2539,23
2540,31
2541,37
2542,22
2543,25
2544,51
2545,23
2546,30
2547,21
2548,24
2549,24
2550,30
2551,60
2552,51
2553,22
2554,19
2555,71
2556,23
2557,17
2558,29
2559,63
2560,56
2561,18
2562,31
2563,19
2564,32
2565,26
2566,60
2567,37
2568,27
2569,85
2570,19
2571,29
2572,23
2573,21
2574,30
2575,36
2576,26
2577,52
2578,32
2579,32
2580,38
2581,23
2582,17
2583,73
2584,23
2585,23
2586,17
2587,18
2588,30
2589,26
2590,16
2591,23
2592,51
2593,55
2594,26
2595,32
2596,30
2597,24
2598,25
2599,25
2600,21
2601,28
2602,16
2603,14
2604,93
2605,33
2606,18
2607,33
2608,91
2609,16
2610,42
2611,26
2612,21
2613,48
2614,26
2615,21
2616,36
2617,16
2618,28
2619,31
2620,59
2621,36
2622,19
2623,17
2624,65
2625,18
2626,33
2627,85
2628,30
2629,48
2630,103
2631,35
2632,49
2633,25
2634,21
2635,23
2636,76
2637,21
2638,36
2639,18
2640,34
2641,35
2642,17
2643,15
2644,25
2645,18
2646,34
2647,20
2648,40
2649,48
2650,21
2651,42
2652,27
2653,48
2654,43
2655,65
2656,64
2657,36
2658,29
2659,41
2660,61
2661,25
2662,74
2663,56
2664,18
2665,67
2666,22
2667,67
2668,35
2669,27
2670,91
2671,43
2672,72
2673,78
2674,19
2675,22
2676,32
2677,44
2678,17
2679,31
2680,18
2681,21
2682,17
2683,24
2684,31
2685,69
2686,44
2687,24
2688,23
2689,56
2690,49
2691,42
2692,20
2693,18
2694,25
2695,19
2696,16
2697,31
2698,18
2699,33
2700,19
2701,37
2702,36
2703,65
2704,23
2705,82
2706,26
2707,39
2708,18
2709,23
2710,35
2711,57
2712,27
2713,15
2714,18
2715,16
2716,53
2717,20
2718,14
2719,27
2720,18
2721,33
2722,17
2723,40
2724,31
2725,50
2726,60
2727,56
2728,39
2729,17
2730,87
2731,45
2732,19
2733,28
2734,47
2735,36
2736,33
2737,127
2738,66
2739,51
2740,98
2741,14
2742,71
2743,19
2744,33
2745,16
2746,15
2747,65
2748,59
2749,20
2750,22
2751,23
2752,53
2753,58
2754,32
2755,91
2756,20
2757,51
2758,72
2759,81
2760,17
2761,27
2762,70
2763,50
2764,22
2765,77
2766,58
2767,22
2768,18
2769,62
2770,54
2771,32
2772,22
2773,22
2774,63
2775,30
2776,19
2777,15
2778,34
2779,114
2780,36
2781,75
2782,65
2783,99
2784,133
2785,17
2786,20
2787,46
2788,28
2789,24
2790,23
2791,27
2792,25
2793,16
2794,70
2795,61
2796,25
2797,17
2798,43
2799,61
2800,41
2801,39
2802,67
2803,32
2804,16
2805,67
2806,33
2807,16
2808,18
2809,22
2810,18
2811,11
2812,76
2813,65
2814,33
2815,18
2816,81
2817,55
2818,21
2819,31
2820,32
2821,127
2822,20
2823,25
2824,21
2825,18
2826,41
2827,31
2828,43
2829,27
2830,42
2831,20
2832,24
2833,26
2834,20
2835,24
2836,20
2837,20
2838,19
2839,127
2840,21
2841,41
2842,23
2843,25
2844,48
2845,18
2846,28
2847,20
2848,17
2849,163
2850,40
2851,29
2852,54
2853,43
2854,28
2855,28
2856,57
2857,38
2858,19
2859,81
2860,20
2861,90
2862,22
2863,37
2864,20
2865,41
2866,20
2867,41
2868,22
2869,68
2870,26
2871,61
2872,52
2873,132
2874,93
2875,22
2876,27
2877,26
2878,31
2879,21
2880,197
2881,30
2882,64
2883,22
2884,33
2885,38
2886,34
2887,50
2888,21
2889,47
2890,37
2891,49
2892,63
2893,17
2894,22
2895,32
2896,18
2897,103
2898,25
2899,74
2900,84
2901,27
2902,23
2903,20
2904,131
2905,30
2906,31
2907,37
2908,32
2909,58
2910,20
2911,17
2912,55
2913,60
2914,19
2915,32
2916,27
2917,58
2918,40
2919,47
2920,36
2921,49
2922,26
2923,20
2924,17
2925,44
2926,57
2927,17
2928,48
2929,58
2930,17
2931,29
2932,52
2933,33
2934,76
2935,58
2936,73
2937,78
2938,20
2939,49
2940,39
2941,50
2942,33
2943,17
2944,35
2945,44
2946,83
2947,74
2948,30
2949,21
2950,15
2951,23
2952,100
2953,19
2954,40
2955,64
2956,27
2957,28
2958,116
2959,81
2960,16
2961,17
2962,27
2963,13
2964,51
2965,16
2966,39
2967,75
2968,61
2969,30
2970,32
2971,29
2972,16
2973,29
2974,24
2975,57
2976,23
2977,30
2978,56
2979,22
2980,14
2981,60
2982,59
2983,41
2984,25
2985,27
2986,18
2987,29
2988,34
2989,17
2990,28
2991,36
2992,92
2993,46
2994,23
2995,22
2996,26
2997,27
