,0
1043,25
1044,34
1045,66
1046,45
1047,81
1048,52
1049,99
1050,42
1051,23
1052,31
1053,42
1054,41
1055,39
1056,57
1057,22
1058,64
1059,74
1060,65
1061,36
1062,55
1063,43
1064,46
1065,81
1066,46
1067,30
1068,71
1069,41
1070,32
1071,46
1072,77
1073,31
1074,34
1075,40
1076,101
1077,42
1078,51
1079,52
1080,38
1081,24
1082,21
1083,67
1084,38
1085,46
1086,32
1087,26
1088,34
1089,23
1090,29
1091,52
1092,34
1093,41
1094,58
1095,78
1096,36
1097,78
1098,20
1099,26
1100,54
1101,70
1102,82
1103,43
1104,52
1105,84
1106,44
1107,52
1108,48
1109,46
1110,62
1111,40
1112,69
1113,44
1114,50
1115,44
1116,53
1117,19
1118,47
1119,87
1120,68
1121,75
1122,62
1123,38
1124,25
1125,72
1126,53
1127,66
1128,49
1129,42
1130,51
1131,43
1132,44
1133,35
1134,55
1135,49
1136,33
1137,23
1138,44
1139,36
1140,32
1141,48
1142,75
1143,29
1144,31
1145,63
1146,30
1147,35
1148,43
1149,31
1150,51
1151,35
1152,53
1153,67
1154,27
1155,54
1156,57
1157,44
1158,55
1159,73
1160,45
1161,59
1162,68
1163,46
1164,72
1165,43
1166,49
1167,30
1168,57
1169,40
1170,42
1171,27
1172,76
1173,38
1174,27
1175,54
1176,24
1177,40
1178,97
1179,63
1180,42
1181,52
1182,43
1183,29
1184,82
1185,51
1186,35
1187,42
1188,31
1189,33
1190,79
1191,80
1192,63
1193,30
1194,68
1195,35
1196,70
1197,82
1198,22
1199,34
1200,68
1201,73
1202,48
1203,29
1204,58
1205,44
1206,97
1207,42
1208,70
1209,30
1210,57
1211,38
1212,71
1213,54
1214,56
1215,63
1216,30
1217,38
1218,34
1219,43
1220,33
1221,50
1222,49
1223,43
1224,37
1225,35
1226,59
1227,29
1228,31
1229,40
1230,37
1231,33
1232,29
1233,40
1234,30
1235,42
1236,32
1237,52
1238,80
1239,36
1240,25
1241,46
1242,42
1243,56
1244,60
1245,54
1246,49
1247,32
1248,74
1249,50
1250,36
1251,36
1252,50
1253,42
1254,42
1255,52
1256,41
1257,88
1258,38
1259,89
1260,41
1261,61
1262,83
1263,27
1264,24
1265,44
1266,67
1267,54
1268,28
1269,59
1270,41
1271,94
1272,63
1273,60
1274,28
1275,71
1276,40
1277,27
1278,48
1279,32
1280,55
1281,24
1282,30
1283,139
1284,50
1285,56
1286,71
1287,22
1288,48
1289,45
1290,39
1291,54
1292,60
1293,24
1294,31
1295,48
1296,28
1297,60
1298,45
1299,70
1300,30
1301,43
1302,30
1303,62
1304,61
1305,45
1306,27
1307,109
1308,39
1309,35
1310,58
1311,33
1312,49
1313,36
1314,37
1315,87
1316,52
1317,58
1318,45
1319,52
1320,46
1321,25
1322,33
1323,90
1324,50
1325,33
1326,38
1327,32
1328,84
1329,97
1330,51
1331,40
1332,28
1333,24
1334,25
1335,40
1336,55
1337,48
1338,66
1339,53
1340,37
1341,22
1342,51
1343,27
1344,40
1345,36
1346,57
1347,44
1348,48
1349,56
1350,86
1351,41
1352,24
1353,20
1354,67
1355,36
1356,46
1357,51
1358,70
1359,57
1360,55
1361,41
1362,41
1363,36
1364,41
1365,54
1366,71
1367,42
1368,46
1369,62
1370,47
1371,46
1372,52
1373,27
1374,53
1375,34
1376,22
1377,50
1378,62
1379,28
1380,49
1381,30
1382,49
1383,56
1384,26
1385,21
1386,69
1387,34
1388,61
1389,43
1390,81
1391,24
1392,45
1393,64
1394,35
1395,56
1396,69
1397,34
1398,27
1399,48
1400,39
1401,64
1402,37
1403,46
1404,34
1405,54
1406,52
1407,39
1408,31
1409,28
1410,21
1411,45
1412,44
1413,67
1414,42
1415,36
1416,26
1417,32
1418,27
1419,70
1420,60
1421,26
1422,29
1423,35
1424,43
1425,30
1426,88
1427,34
1428,73
1429,43
1430,66
1431,59
1432,53
1433,42
1434,57
1435,39
1436,26
1437,35
1438,49
1439,33
1440,45
1441,54
1442,23
1443,31
